,company_name,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,country,belongs_to_collection,country_of_company,genre,year
206,EON Productions,13500000,en,31.591,1977-07-07,185438673,125,6.799,1990,GB,James Bond Collection,GB,"Adventure,Action,Thriller",1977
207,Warner Bros. Pictures,19000000,en,79.631,1980-05-23,44781695,144,8.2,17646,US,The Shining Collection,US,"Horror,Thriller",1980
208,EON Productions,34000000,en,32.487,1979-06-26,210308099,126,6.2,1986,GB,James Bond Collection,GB,"Action,Adventure,Thriller,Science Fiction",1979
209,EON Productions,28000000,en,31.717,1981-06-24,195300000,128,6.53,1860,GB,James Bond Collection,GB,"Adventure,Action,Thriller",1981
210,EON Productions,40000000,en,33.866,1987-06-29,191185897,130,6.53,1793,GB,James Bond Collection,GB,"Action,Adventure,Thriller",1987
211,EON Productions,32000000,en,44.986,1989-06-13,156167015,133,6.406,1936,GB,James Bond Collection,GB,"Adventure,Action,Thriller",1989
212,EON Productions,60000000,en,37.644,1995-11-16,352194034,130,6.892,3918,GB,James Bond Collection,GB,"Adventure,Action,Thriller",1995
213,EON Productions,110000000,en,36.107,1997-12-11,333011068,119,6.363,3106,GB,James Bond Collection,GB,"Adventure,Action,Thriller",1997
214,Paramount Pictures,15000000,en,68.429,1986-05-16,356830601,110,7.1,8706,US,Top Gun Collection,US,"Action,Drama",1986
215,Spyglass Entertainment,40000000,en,55.027,1999-08-06,672800000,107,8.0,11813,US,False,US,"Mystery,Thriller,Drama",1999
216,WT² Productions,6000000,en,49.164,2004-04-09,39396175,99,7.5,8541,GB,False,GB,"Horror,Comedy",2004
217,Virtual Studios,54000000,en,46.479,2006-02-23,132511035,132,7.898,14571,US,False,US,"Action,Thriller,Science Fiction",2006
218,Krane Entertainment,80000000,en,37.506,1997-06-27,245700000,139,7.041,5361,US,False,US,"Action,Crime,Science Fiction",1997
219,Los Hooligans Productions,19000000,en,38.737,1996-01-19,25800000,108,7.032,5961,US,From Dusk Till Dawn Collection,US,"Horror,Action,Thriller,Crime",1996
220,Python (Monty) Pictures Limited,400000,en,38.896,1975-03-14,5028948,91,7.804,5844,GB,False,GB,"Adventure,Comedy,Fantasy",1975
221,Renaissance Pictures,350000,en,32.562,1981-09-10,29612367,85,7.282,4031,US,Evil Dead Collection,US,Horror,1981
222,Rosebud Releasing Corporation,3500000,en,32.325,1987-03-13,10900000,84,7.5,3150,US,Evil Dead Collection,US,"Horror,Comedy,Fantasy",1987
223,Warner Bros. Pictures,250000000,en,117.304,2009-07-15,933959197,153,7.686,19612,GB,Harry Potter Collection,US,"Adventure,Fantasy",2009
224,Winkler Films,25000000,en,78.991,1990-09-12,46800000,145,8.458,13052,US,False,US,"Drama,Crime",1990
225,Selznick International Pictures,4000000,en,52.971,1939-12-15,402352579,233,7.9,4055,US,False,US,"Drama,War,Romance",1939
226,20th Century Fox,18000000,en,78.925,1992-11-15,358994850,120,6.759,9794,US,Home Alone Collection,US,"Comedy,Family,Adventure",1992
227,Jersey Films,36000000,en,34.331,1997-09-07,12532777,106,7.558,6379,US,False,US,"Thriller,Science Fiction,Mystery,Romance",1997
228,Regency Enterprises,110000000,en,63.69,2005-06-07,487300000,119,6.687,10453,US,False,US,"Action,Comedy,Drama,Thriller",2005
229,20th Century Fox,25000000,en,67.518,1993-11-24,441286195,125,7.191,6149,US,False,US,"Comedy,Drama,Family",1993
230,Hemdale Film Corporation,6000000,en,33.595,1986-12-19,138530565,120,7.7,4580,US,False,GB,"Drama,War,Action",1986
231,DEG,6000000,en,47.745,1986-09-19,8636706,120,7.6,3357,US,False,US,"Mystery,Thriller,Crime",1986
232,Columbia Pictures,10500000,en,70.381,1999-03-05,76347426,98,6.8,3286,US,Cruel Intentions Collection,US,"Drama,Romance",1999
233,William Castle Productions,3200000,en,33.384,1968-06-12,33395426,138,7.8,3967,US,Rosemary's Baby Collection,US,"Drama,Horror,Thriller",1968
234,New Line Cinema,33000000,en,131.42,1995-09-22,327311859,127,8.374,21293,US,False,US,"Crime,Mystery,Thriller",1995
235,Pacific Data Images,60000000,en,160.023,2001-05-18,488628188,90,7.745,17316,US,Shrek Collection,US,"Animation,Comedy,Fantasy,Adventure,Family",2001
236,DreamWorks Animation,150000000,en,129.738,2004-05-19,935454538,92,7.283,12434,US,Shrek Collection,US,"Animation,Family,Comedy,Fantasy,Adventure,Romance",2004
237,DreamWorks Animation,160000000,en,89.566,2007-05-17,813367380,93,6.298,9087,US,Shrek Collection,US,"Fantasy,Adventure,Animation,Comedy,Family",2007
238,Walt Disney Pictures,28000000,en,81.832,1992-11-25,504050219,95,7.649,11319,US,Aladdin Collection,US,"Animation,Family,Adventure,Fantasy,Romance",1992
239,Paramount Pictures,3500000,en,35.66,1980-07-02,83453539,88,7.3,4528,US,Airplane Collection,US,Comedy,1980
240,American Werewolf Inc.,10000000,en,33.619,1981-08-21,31973249,97,7.4,2450,GB,An American Werewolf Collection,US,"Comedy,Horror",1981
241,New Line Cinema,33000000,en,32.379,1999-06-08,312016928,95,6.281,3345,US,Austin Powers Collection,US,"Adventure,Comedy,Crime,Science Fiction",1999
242,Paramount Pictures,6000000,en,31.43,1974-06-20,30000000,130,7.9,3853,US,The Jake Gittes Collection,US,"Crime,Drama,Mystery,Thriller",1974
243,Screen Gems,50000000,en,31.704,2006-01-12,111476513,106,6.582,4039,US,Underworld Collection,US,"Fantasy,Action,Thriller",2006
244,Julia/Michael Phillips Productions,20000000,en,33.417,1977-12-14,306889114,137,7.4,4239,US,False,US,"Science Fiction,Drama",1977
245,The De Laurentiis Company,40000000,en,61.094,1984-12-14,30982607,137,6.193,3083,US,False,US,"Action,Science Fiction,Adventure",1984
246,Block 2 Pictures,150000,cn,33.332,2000-09-29,14204632,99,8.1,2772,HK,False,HK,"Drama,Romance",2000
247,Metro-Goldwyn-Mayer,35000000,en,40.389,1988-05-20,57300000,126,7.0,1937,US,False,US,"Fantasy,Adventure,Action",1988
248,Paramount Pictures,68000000,en,44.363,2001-02-28,96976270,131,7.418,3637,US,False,US,"Drama,War,History,Romance",2001
249,Dark Horse Entertainment,23000000,en,82.278,1994-07-29,351583407,101,6.957,10381,US,The Mask Collection,US,"Romance,Comedy,Crime,Fantasy",1994
250,Jerry Bruckheimer Films,92000000,en,47.459,2001-12-28,172989651,145,7.387,5777,US,False,US,"Action,War,History",2001
251,Amblin Entertainment,70000000,en,43.225,1988-06-21,329800000,104,7.5,5739,US,False,US,"Fantasy,Animation,Comedy,Crime",1988
252,DreamWorks Pictures,70000000,en,72.445,1998-07-24,481840909,169,8.219,15990,US,False,US,"Drama,History,War",1998
253,Carolco Pictures,65000000,en,37.251,1990-06-01,261317921,113,7.3,5851,US,False,US,"Action,Adventure,Science Fiction",1990
254,Pixar,30000000,en,143.359,1995-11-22,394436586,81,7.97,18551,US,Toy Story Collection,US,"Animation,Adventure,Family,Comedy",1995
255,Pixar,90000000,en,103.358,1999-10-30,497375381,92,7.597,13957,US,Toy Story Collection,US,"Animation,Comedy,Family",1999
256,20th Century Fox,100000000,en,38.177,2001-07-25,362211740,120,5.8,4103,US,False,US,"Thriller,Science Fiction,Action,Adventure",2001
257,APJAC Productions,5800000,en,51.481,1968-02-07,32589624,112,7.6,3577,US,Planet of the Apes (Original) Collection,US,"Science Fiction,Adventure,Drama,Action",1968
258,Amblin Entertainment,70000000,en,34.668,1991-04-10,300900000,141,6.835,5325,US,False,US,"Adventure,Fantasy,Comedy,Family",1991
259,David Brown Productions,40000000,en,44.372,1992-12-11,243240178,138,7.5,3666,US,False,US,Drama,1992
260,Hanna-Barbera Productions,46000000,en,36.235,1994-05-26,341631208,91,5.332,2461,US,The Flintstones Collection,US,"Fantasy,Comedy,Family",1994
261,Pixar,120000000,en,69.501,2006-06-08,461983149,117,6.987,14069,US,Cars Collection,US,"Animation,Adventure,Comedy,Family",2006
262,New Amsterdam Entertainment,26000000,en,56.018,2004-03-19,102278712,101,7.1,4052,CA,False,US,"Action,Horror,Science Fiction",2004
263,Amblin Entertainment,11000000,en,37.411,1984-06-08,153083102,106,7.1,6422,US,The Gremlins Collection,US,"Fantasy,Horror,Comedy",1984
264,Hawk Films,1800000,en,32.771,1964-01-29,9500000,95,8.1,5669,GB,False,GB,"Comedy,War",1964
265,PEA,600000,it,39.099,1965-12-18,15000000,132,8.0,4022,IT,False,IT,Western,1965
266,Horizon Pictures,15000000,en,46.939,1962-12-11,69995385,228,8.001,3051,GB,False,GB,"Adventure,History,War",1962
267,Compass International Pictures,325000,en,44.637,1978-10-24,70260597,91,7.6,5662,US,Halloween Collection,US,"Horror,Thriller",1978
268,Warner Bros. Pictures,60000000,en,72.477,1995-12-15,187400000,170,7.9,7388,US,Heat Collection,US,"Crime,Drama,Action",1995
269,20th Century Fox Animation,80000000,en,65.483,2006-03-29,660998756,91,6.709,9774,US,Ice Age Collection,US,"Animation,Family,Comedy,Adventure",2006
270,Pacific Data Images,75000000,en,82.454,2005-05-25,542064525,86,6.908,10934,US,Madagascar Collection,US,"Family,Animation,Adventure,Comedy",2005
271,Paramount Pictures,80000000,en,54.175,1996-05-22,457696391,110,6.989,8973,US,Mission: Impossible Collection,US,"Adventure,Action,Thriller",1996
272,Paramount Pictures,125000000,en,35.61,2000-05-24,546388108,123,6.123,6793,US,Mission: Impossible Collection,US,"Adventure,Action,Thriller",2000
273,Paramount Pictures,150000000,en,60.764,2006-04-25,398479497,126,6.738,6859,US,Mission: Impossible Collection,US,"Adventure,Action,Thriller",2006
274,Alpha Productions,2000000,en,50.696,1960-10-12,4905000,127,7.5,1795,US,The Magnificent Seven Collection,US,"Western,Action,Adventure",1960
275,Bryna Productions,12000000,en,50.515,1960-10-13,60000000,197,7.5,2159,US,False,US,"History,War,Drama,Adventure",1960
276,Wild Bunch,3500000,fr,52.462,2002-05-22,6500000,94,7.2,2920,FR,False,FR,"Drama,Thriller,Crime",2002
277,AFI,100000,en,31.708,1977-09-28,7000000,89,7.4,2444,US,False,US,Horror,1977
278,StudioCanal,15000000,en,89.006,2001-06-06,20289986,147,7.8,6301,US,False,FR,"Thriller,Drama,Mystery",2001
279,Universal Pictures,15000000,en,60.548,1982-06-25,19629760,109,8.1,7095,US,The Thing Collection,US,"Horror,Mystery,Science Fiction",1982
280,Warner Bros. Pictures,40000000,en,85.006,2006-10-17,109676311,130,8.2,16217,US,False,US,"Drama,Mystery,Science Fiction",2006
281,Mirage Enterprises,40000000,en,32.313,1999-12-25,128798265,140,7.194,3780,US,False,US,"Thriller,Crime,Drama",1999
282,Metro-Goldwyn-Mayer,24000000,en,32.911,2006-12-20,155929020,102,6.9,3488,US,Rocky Collection,US,Drama,2006
283,Crystal Sky Pictures,110000000,en,44.054,2007-01-15,228738393,114,5.579,5970,US,Ghost Rider Collection,US,"Thriller,Action,Fantasy",2007
284,Chungeorahm Film,11000000,ko,33.939,2006-07-27,88489643,120,7.0,2798,KR,False,KR,"Horror,Drama,Science Fiction",2006
285,Lauren Levine Productions Inc.,60000000,en,61.828,2007-02-15,137587063,96,7.311,4830,US,False,US,"Adventure,Drama,Family",2007
286,Walt Disney Pictures,150000000,en,52.675,2007-03-23,169332978,95,6.9,2882,US,False,US,"Animation,Comedy,Family",2007
287,Virtual Studios,65000000,en,61.976,2007-03-07,456082343,116,7.188,13792,US,300 Collection,US,"Action,Adventure,War",2007
288,Recorded Picture Company,15000000,en,55.629,2003-09-01,15100000,115,7.2,2867,FR,False,GB,"Drama,Romance",2003
289,Lionsgate,7000000,en,61.97,2000-04-13,34300000,102,7.402,11143,US,American Psycho Collection,US,"Thriller,Drama,Crime",2000
290,Winkler Films,1000000,en,49.804,1976-11-20,225253184,120,7.788,7934,US,Rocky Collection,US,Drama,1976
291,Carolco Pictures,15000000,en,53.521,1982-10-22,125212904,93,7.5,6317,US,Rambo Collection,US,"Action,Adventure,Thriller,War",1982
292,Carolco Pictures,44000000,en,64.418,1985-05-21,300400432,96,6.6,3951,US,Rambo Collection,US,"Action,Adventure,Thriller,War",1985
293,TriStar Pictures,63000000,en,44.565,1988-05-24,189015611,102,6.2,3190,US,Rambo Collection,US,"Action,Adventure,Thriller,War",1988
294,United Artists,17000000,en,38.898,1982-05-28,269952898,99,6.9,4138,US,Rocky Collection,US,Drama,1982
295,Virtual Studios,100000000,en,42.15,2006-12-08,171700000,143,7.5,7665,US,False,US,"Drama,Thriller,Action",2006
296,Winkler Films,31000000,en,47.539,1985-11-21,300473716,91,7.079,4452,US,Rocky Collection,US,Drama,1985
297,Bésame Mucho Pictures,5000000,es,54.061,2001-06-08,33600000,106,7.4,1528,MX,False,MX,"Drama,Romance",2001
298,Escape Artists,55000000,en,77.687,2006-12-14,307077295,117,7.896,9929,US,False,US,Drama,2006
299,Estudios Picasso,19000000,es,62.894,2006-10-10,83258226,118,7.754,10601,MX,False,ES,"Fantasy,Drama,War",2006
300,Warner Bros. Pictures,90000000,en,77.548,2006-10-04,291465000,151,8.2,15033,US,False,US,"Drama,Thriller,Crime",2006
301,Rising Star Productions,60000000,en,64.698,2006-09-13,135039924,147,7.4,4585,DE,False,US,"Crime,Fantasy,Drama",2006
302,DC,223000000,en,33.078,2006-06-28,391081192,154,5.8,4221,US,False,US,"Science Fiction,Action,Adventure",2006
303,Columbia Pictures,66000000,en,40.271,2004-04-02,99318987,122,6.673,6904,US,Hellboy Collection,US,"Fantasy,Action",2004
304,Scott Free Productions,130000000,en,70.145,2005-05-03,218100001,144,6.972,4343,US,False,GB,"Drama,Action,Adventure,History,War",2005
305,Paramount Pictures,65000000,en,33.562,2004-08-04,220239925,120,7.2,5646,US,False,US,"Drama,Crime,Thriller",2004
306,Metro-Goldwyn-Mayer,16000000,en,32.862,1991-05-24,45361000,130,7.6,3442,US,False,US,"Drama,Thriller,Crime,Adventure",1991
307,DNA Films,15000000,en,66.317,2007-04-26,65048725,100,6.6,4381,GB,28 Days/Weeks Later Collection,GB,"Horror,Thriller,Science Fiction",2007
308,Dune Entertainment,110000000,en,50.547,2007-06-20,383531464,128,6.628,5858,US,Die Hard Collection,US,"Action,Thriller",2007
309,20th Century Fox,90000000,en,52.284,1995-05-19,366101666,128,7.27,6140,US,Die Hard Collection,US,"Action,Thriller",1995
310,Gordon Company,70000000,en,45.48,1990-07-03,240031094,124,6.958,5853,US,Die Hard Collection,US,"Action,Thriller",1990
311,Icon Entertainment International,40000000,en,82.188,2006-12-07,120654337,139,7.58,5611,US,False,GB,"Action,Drama,History",2006
312,Columbia Pictures,85000000,en,45.06,2006-12-05,194168700,136,7.1,5193,US,False,US,"Comedy,Romance",2006
313,Liberty Films,3180000,en,48.35,1946-12-20,9644124,130,8.273,4412,US,False,US,"Drama,Family,Fantasy",1946
314,1492 Pictures,110000000,en,49.686,2006-12-20,574480841,108,6.586,10274,US,Night at the Museum Collection,US,"Action,Adventure,Comedy,Family,Fantasy",2006
315,Price Entertainment,22000000,en,67.859,1993-10-01,17287898,121,7.856,2522,US,False,US,"Drama,Crime",1993
316,EuropaCorp,24000000,en,38.81,2007-11-21,99965753,94,6.136,3348,US,Hitman Collection,FR,"Action,Thriller,Drama",2007
317,Cinema Group Ventures,15000000,en,55.201,1983-06-07,90404800,116,7.2,3328,US,False,US,Comedy,1983
318,Universal Pictures,45000000,en,46.367,1997-03-21,302710615,86,6.691,5706,US,False,US,Comedy,1997
319,DreamWorks Pictures,126000000,en,44.399,2005-07-21,162949164,136,6.674,5400,US,False,US,"Action,Thriller,Science Fiction,Adventure",2005
320,20th Century Fox,30000000,en,41.709,1994-06-09,350448145,116,7.142,6231,US,Speed Collection,US,"Action,Thriller",1994
321,Columbia Pictures,75000000,en,37.294,2005-10-24,142400065,129,6.124,2886,MX,Zorro Collection,US,"Action,Adventure,Western",2005
322,TOHO,900000,ja,39.044,1954-11-03,2250000,96,7.6,983,JP,Godzilla (Showa) Collection,JP,"Thriller,Horror,Science Fiction",1954
323,International Production Company,4800000,en,32.511,2005-09-17,81979826,94,5.9,3638,US,Hostel Collection,CZ,Horror,2005
324,Touchstone Pictures,75000000,en,37.331,1997-06-05,224012234,116,6.744,4228,US,False,US,"Action,Thriller,Crime",1997
325,Marvel Studios,150000000,en,61.167,2008-06-12,264770996,114,6.2,11852,US,False,US,"Science Fiction,Action,Adventure",2008
326,Marvel Studios,140000000,en,113.402,2008-04-30,585174222,126,7.648,26580,US,Iron Man Collection,US,"Action,Science Fiction,Adventure",2008
327,Casey Silver Productions,55000000,zh,32.158,2008-04-17,127906624,104,6.6,1711,CN,False,US,"Action,Adventure,Fantasy",2008
328,Universal Pictures,98000000,en,66.161,2001-05-04,443280904,130,6.374,7085,US,The Mummy Collection,US,"Adventure,Action,Fantasy",2001
329,Universal Pictures,145000000,en,39.731,2008-07-01,403449830,112,5.49,4460,US,The Mummy Collection,US,"Adventure,Action,Fantasy",2008
330,Marvel Studios,140000000,en,56.719,2011-07-22,370569774,124,7.0,21544,US,Captain America Collection,US,"Action,Adventure,Science Fiction",2011
331,Monarchy Enterprises B.V.,57000000,en,49.84,1997-10-17,153000000,144,7.468,6062,US,False,US,"Drama,Mystery,Thriller,Horror",1997
332,Columbia Pictures,75000000,en,53.854,2004-02-13,196482882,99,6.865,7223,US,False,US,"Comedy,Romance",2004
333,The Cannon Group,25000000,en,38.145,1987-02-13,16057580,93,6.419,1689,US,False,US,"Action,Drama",1987
334,Endgame Entertainment,50000000,en,43.332,2005-09-16,72600000,122,7.328,4824,DE,Lord of War Collection,US,"Crime,Drama,Thriller",2005
335,Walt Disney Pictures,379000000,en,97.461,2011-05-15,1045700000,137,6.556,14098,US,Pirates of the Caribbean Collection,US,"Adventure,Action,Fantasy",2011
336,Columbia Pictures,8000000,en,44.458,1984-06-22,130442786,126,7.189,4226,US,The Karate Kid Collection,US,"Action,Drama,Family",1984
337,Lucasfilm Ltd.,18000000,en,55.6,1980-05-20,538400000,124,8.4,17121,US,Star Wars Collection,US,"Adventure,Action,Science Fiction",1980
338,Lucasfilm Ltd.,32350000,en,42.75,1983-05-25,572700000,132,7.9,15800,US,Star Wars Collection,US,"Adventure,Action,Science Fiction",1983
339,Lucasfilm Ltd.,115000000,en,45.451,1999-05-19,924317558,136,6.557,14736,US,Star Wars Collection,US,"Adventure,Action,Science Fiction",1999
340,Lucasfilm Ltd.,120000000,en,40.058,2002-05-15,649398328,142,6.6,13343,US,Star Wars Collection,US,"Adventure,Action,Science Fiction",2002
341,Lucasfilm Ltd.,113000000,en,48.056,2005-05-17,850000000,140,7.4,13845,US,Star Wars Collection,US,"Adventure,Action,Science Fiction",2005
342,CiBy 2000,10000000,en,41.45,1992-06-03,4248389,135,7.4,1947,US,False,FR,"Drama,Mystery,Horror",1992
343,Dovemead Films,55000000,en,70.7,1978-12-14,300500000,143,7.14,3861,US,Superman Collection,US,"Science Fiction,Action,Adventure",1978
344,Marvel Enterprises,137000000,en,35.354,2003-06-19,245360480,138,5.6,5818,US,False,US,"Science Fiction,Adventure,Action",2003
345,Marvel Entertainment,215000000,en,97.132,2012-06-23,757930663,136,6.7,17478,US,The Amazing Spider-Man Collection,US,"Action,Adventure,Science Fiction",2012
346,Dimension Films,17000000,en,42.41,2001-08-02,210000000,104,7.609,6571,US,False,US,"Horror,Mystery,Thriller",2001
347,Lakeshore Entertainment,12000000,en,34.938,2006-08-31,42900000,88,6.646,3811,US,Crank Collection,US,"Action,Thriller,Crime",2006
348,Paramount Pictures,65000000,en,65.336,2007-03-02,84785914,157,7.523,10624,US,False,US,"Crime,Drama,Mystery,Thriller",2007
349,FilmEngine,13000000,en,52.492,2004-01-17,96800000,113,7.579,7588,US,The Butterfly Effect Collection,US,"Science Fiction,Thriller",2004
350,Brooksfilms,5000000,en,43.607,1980-10-09,26000000,124,8.0,3533,US,False,US,"Drama,History",1980
351,Intermedia,155000000,en,33.588,2004-11-21,167298192,175,5.9,3284,US,False,GB,"War,History,Action,Adventure,Drama,Romance",2004
352,1492 Pictures,130000000,en,38.907,2007-06-13,301913131,92,5.6,7874,US,Fantastic Four Collection,US,"Science Fiction,Adventure,Action",2007
353,Dimension Films,25000000,en,34.71,2007-05-22,31126421,113,6.8,5189,US,False,US,"Action,Thriller",2007
