,company_name,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,country,belongs_to_collection,country_of_company,genre,year
626,Marvel Studios,200000000,en,88.558,2010-04-28,623933331,124,6.8,21135,US,Iron Man Collection,US,"Adventure,Action,Science Fiction",2010
627,Fox 2000 Pictures,155000000,en,55.601,2010-12-02,415686217,113,6.438,5606,GB,The Chronicles of Narnia Collection,US,"Adventure,Family,Fantasy",2010
628,Walt Disney Pictures,40000000,en,89.686,1989-11-17,211343479,83,7.351,7935,US,The Little Mermaid Collection,US,"Animation,Family,Fantasy",1989
629,Flower Films,40000000,en,58.92,2009-02-06,178866158,129,6.585,3745,US,False,US,"Comedy,Romance,Drama",2009
630,DreamWorks Animation,165000000,en,109.145,2010-03-18,494879471,98,7.834,13160,US,How to Train Your Dragon Collection,US,"Fantasy,Adventure,Animation,Family",2010
631,DreamWorks Animation,165000000,en,111.873,2010-05-16,752600867,93,6.4,7412,US,Shrek Collection,US,"Comedy,Adventure,Fantasy,Animation,Family",2010
632,Pixar,200000000,en,96.938,2010-06-16,1067316101,103,7.8,14777,US,Toy Story Collection,US,"Animation,Family,Comedy",2010
633,Marvel Studios,150000000,en,69.76,2011-04-21,449326618,115,6.77,21259,US,Thor Collection,US,"Adventure,Fantasy,Action",2011
634,Paramount Pictures,150000000,en,31.39,2010-06-30,319713881,103,4.641,3994,US,False,US,"Action,Adventure,Fantasy",2010
635,Walt Disney Pictures,105000000,en,109.973,2009-12-08,270997378,98,7.216,5674,US,False,US,"Animation,Romance,Fantasy,Family",2009
636,Dune Entertainment III,80000000,en,41.316,2008-12-10,233093859,104,5.627,3417,CA,False,US,"Drama,Science Fiction,Thriller",2008
637,Warner Bros. Pictures,70000000,en,58.226,2008-12-09,223200000,104,6.676,6860,US,False,US,"Comedy,Romance",2008
638,New Line Cinema,84000000,en,37.201,2005-02-11,59918422,94,4.219,1840,US,The Mask Collection,US,"Fantasy,Comedy,Family,Adventure",2005
639,Kings Road Entertainment,1500000,en,33.121,1989-04-20,14697005,97,6.8,1420,US,Kickboxer Collection,US,"Action,Thriller,Drama",1989
640,OLM,5000000,ja,31.817,1998-07-18,172700000,75,6.9,1455,JP,Pokémon Collection,JP,"Animation,Family,Adventure,Fantasy,Action",1998
641,Gaylord Films,11800000,en,64.251,2002-01-25,47494916,101,7.753,4051,US,False,US,"Drama,Romance",2002
642,Friday Four Films Inc.,2800000,en,33.169,1988-05-13,19170001,88,5.45,1072,US,Friday the 13th Collection,US,"Horror,Thriller",1988
643,Regency Enterprises,40000000,en,35.817,2009-10-23,46471023,87,7.8,5485,US,False,US,"Adventure,Animation,Comedy,Family",2009
644,Metro-Goldwyn-Mayer,45000000,en,37.637,2003-07-02,124914842,95,5.7,1592,US,Legally Blonde Collection,US,"Comedy,Romance",2003
645,Casual Friday Productions,26000000,en,34.622,2003-08-05,160846332,97,6.519,3824,US,Freaky Friday Collection,US,"Comedy,Family,Fantasy",2003
646,Walt Disney Productions,4000000,en,50.385,1955-06-22,36359037,76,7.119,5306,US,Lady and the Tramp Collection,US,"Family,Animation,Romance",1955
647,Blue Askew,24000000,en,41.833,2008-09-18,42105111,102,6.3,2434,US,False,US,"Comedy,Romance",2008
648,Warner Bros. Feature Animation,50000000,en,43.823,1999-08-06,23300000,86,7.949,5650,US,False,US,"Family,Animation,Science Fiction,Adventure",1999
649,Quinta Communications,17000000,en,71.499,1999-12-10,92938755,88,5.976,1410,US,Deuce Bigalow Collection,FR,Comedy,1999
650,Walt Disney Pictures,28000000,en,34.395,1993-07-16,51663767,96,7.0,3053,US,Hocus Pocus Collection,US,"Fantasy,Comedy,Family",1993
651,Impact Pictures,45000000,en,54.169,2008-08-22,76000000,105,6.267,3798,GB,Death Race Collection,GB,"Action,Thriller,Science Fiction",2008
652,Madhouse,830000,ja,36.544,1998-02-28,112536,82,8.304,2712,JP,False,JP,"Animation,Thriller",1998
653,DreamWorks Pictures,95000000,en,39.043,2000-03-31,76400000,89,7.247,3764,US,False,US,"Family,Adventure,Animation,Comedy,Fantasy",2000
654,Studio Ghibli,3000000,ja,40.239,1986-08-02,5228752,125,7.978,4232,JP,False,JP,"Adventure,Fantasy,Animation,Action,Family",1986
655,DreamWorks Animation,150000000,en,57.409,2008-10-30,603900354,89,6.509,6936,US,Madagascar Collection,US,"Family,Adventure,Animation,Comedy",2008
656,Warner Bros. Pictures,90000000,en,56.992,2009-12-23,524028679,129,7.2,14008,US,Sherlock Holmes Collection,US,"Action,Adventure,Crime,Mystery",2009
657,Walt Disney Pictures,55000000,en,46.852,1995-06-14,346100000,81,6.9,5714,US,Pocahontas Collection,US,"Adventure,Animation,Family,Romance",1995
658,Universal Pictures,0,en,44.938,1996-04-12,0,97,6.4,842,US,False,US,Thriller,1996
659,Walt Disney Pictures,100000000,en,52.461,1996-06-21,325300000,91,7.1,5008,US,The Hunchback of Notre Dame Collection,US,"Drama,Animation,Family",1996
660,DreamWorks Animation,75000000,en,51.181,2004-09-20,367300000,90,6.028,6357,US,False,US,"Animation,Action,Comedy,Family",2004
661,Walt Disney Pictures,127500000,en,44.323,2000-05-19,354248063,82,6.546,2546,US,False,US,"Animation,Family,Adventure",2000
662,United Artists,9000000,en,36.687,1988-11-09,44196684,87,6.722,3010,US,Child's Play Collection,US,Horror,1988
663,Universal Pictures,109000000,en,32.302,2003-11-21,133800000,81,5.263,1659,US,False,US,"Comedy,Adventure,Family,Fantasy",2003
664,Epsilon Motion Pictures,21000000,en,91.192,2004-04-09,31635150,110,6.7,3581,US,False,CH,"Comedy,Romance",2004
665,Universal Pictures,100000000,en,37.636,2003-12-18,121975011,113,7.2,2631,AU,False,US,"Adventure,Fantasy,Family",2003
666,Ivory Way Productions,3800000,en,55.076,1996-01-12,20100000,89,7.028,1337,US,False,US,"Comedy,Crime",1996
667,Broadway Video,17000000,en,84.271,2004-04-30,130161094,97,7.212,8853,US,Mean Girls Collection,US,"Drama,Comedy",2004
668,New Line Cinema,3500000,en,40.508,1995-04-26,28215918,91,7.146,1828,US,Friday Collection,US,Comedy,1995
669,TriStar Pictures,20000000,en,34.91,1994-07-29,37939757,101,6.648,807,US,False,US,"Comedy,Drama,Romance",1994
670,Relativity Media,90000000,en,40.683,2008-06-05,204313400,113,5.72,3794,US,False,US,"Comedy,Action",2008
671,Walt Disney Pictures,90000000,en,110.505,1998-06-18,304320254,88,7.9,9778,US,Mulan Collection,US,"Animation,Family,Adventure",1998
672,Pixar,180000000,en,95.361,2008-06-22,521311860,98,8.1,18936,US,False,US,"Animation,Family,Science Fiction",2008
673,Walt Disney Productions,4000000,en,49.938,1953-02-05,87400000,77,7.208,5406,US,Peter Pan Collection,US,"Animation,Family,Adventure,Fantasy",1953
674,Paramount Pictures,23000000,en,32.276,1976-09-08,90614445,134,6.2,843,US,King Kong (1976) Collection,US,"Adventure,Fantasy",1976
675,Sloane Square Films,20000000,en,38.629,2003-03-27,50700000,105,6.3,1618,US,False,US,"Comedy,Romance,Drama,Family",2003
676,EON Productions,200000000,en,35.616,2008-10-29,589593688,106,6.331,7897,GB,James Bond Collection,GB,"Adventure,Action,Thriller,Crime",2008
677,DreamWorks Pictures,60000000,en,32.615,2002-09-27,104400000,98,5.7,1967,US,False,US,"Thriller,Action,Comedy,Science Fiction",2002
678,Texas Chainsaw Productions,16000000,en,40.1,2006-10-05,50517763,91,6.137,1803,US,Texas Chainsaw (Reboot) Collection,US,Horror,2006
679,Joseph M. Singer Entertainment,70000000,en,46.296,2001-06-22,176100000,87,5.3,1671,US,Dr. Dolittle Collection,US,"Comedy,Family,Romance,Fantasy",2001
680,Jersey Films,36000000,en,53.71,1996-08-02,33500000,98,7.2,4463,US,False,US,"Comedy,Family,Fantasy",1996
681,Walt Disney Pictures,120000000,en,32.366,2001-06-02,186053725,95,7.011,4773,US,Atlantis Collection,US,"Animation,Family,Adventure,Science Fiction",2001
682,Miramax,0,it,74.619,2000-03-16,14493284,109,7.424,2263,IT,False,US,Drama,2000
683,Walt Disney Productions,6000000,en,56.279,1959-02-17,51600000,75,6.943,5171,US,False,US,"Fantasy,Animation,Romance,Family",1959
684,Walt Disney Productions,2600000,en,44.866,1940-02-23,164000000,88,7.1,5866,US,False,US,"Animation,Family,Fantasy",1940
685,Universal Pictures,0,en,31.606,1994-08-05,67308282,82,6.8,1214,US,False,US,"Romance,Comedy,Family",1994
686,KPI Productions,15000000,en,39.837,1999-09-25,0,95,6.1,315,US,False,US,"Action,Drama,Romance",1999
687,Hemdale Film Corporation,4000000,en,31.665,1985-04-25,14241310,91,7.2,2082,US,Return of the Living Dead Collection,GB,"Horror,Comedy",1985
688,Salty Pictures,4200000,en,34.825,2006-01-20,3746,98,6.556,4578,US,High School Musical Collection,US,"Comedy,Drama,Family,Music,Romance,TV Movie",2006
689,Walt Disney Productions,12000000,en,37.834,1981-07-10,29800000,82,7.145,3250,US,The Fox and the Hound Collection,US,"Adventure,Animation,Drama,Family",1981
690,Timothy Burrill Productions,0,fr,35.228,1992-01-22,5013090,115,7.0,679,FR,False,GB,"Drama,Romance",1992
691,SLM Production Group,10000000,en,38.844,1985-10-03,57500000,90,6.694,2831,US,Commando - Collection,US,"Action,Adventure,Thriller",1985
692,20th Century Fox,40000000,en,32.116,2003-12-24,190212113,98,6.3,2780,US,Cheaper by the Dozen (2003) Collection,US,"Comedy,Family,Drama",2003
693,NEF,11000000,en,42.278,1992-12-02,31000000,111,6.6,600,US,False,FR,"Drama,Romance",1992
694,Slough Pond,4000000,en,53.575,2002-09-20,9300000,107,6.8,1638,US,False,US,"Comedy,Drama,Romance",2002
695,New Line Cinema,29000000,en,121.339,2004-05-25,115600000,123,7.889,11642,US,False,US,"Romance,Drama",2004
696,Columbia Pictures,0,en,41.835,2003-01-17,50097949,89,5.9,979,US,False,US,"Action,Comedy,Crime",2003
697,Jet Tone Production,160000,cn,39.193,1994-07-14,0,103,7.982,1836,HK,False,HK,"Drama,Comedy,Romance",1994
698,BrownHouse Productions,40000000,en,39.036,2004-08-06,134734481,113,6.695,3232,US,The Princess Diaries Collection,US,"Comedy,Drama,Family,Romance",2004
699,Warner Bros. Pictures,15000000,en,43.346,1983-07-29,61418063,99,7.109,1550,US,National Lampoon's Vacation Collection,US,"Comedy,Adventure",1983
700,Universal Pictures,13000000,en,32.71,1990-11-09,35763605,84,6.3,1846,US,Child's Play Collection,US,"Horror,Thriller",1990
701,20th Century Fox,50000000,en,44.436,1994-07-01,16671505,99,6.4,1331,US,False,US,"Comedy,Adventure,Family,Crime,Drama",1994
702,RAI,5000000,it,32.924,1988-11-17,11990401,124,8.448,4430,IT,False,IT,"Drama,Romance",1988
703,Walt Disney Productions,2900000,en,97.737,1950-02-22,263600000,74,7.0,6745,US,Cinderella Collection,US,"Family,Fantasy,Animation,Romance",1950
704,Columbia Pictures,12000000,en,31.875,1994-07-18,15876353,107,5.347,1019,US,The Karate Kid Collection,US,"Action,Drama,Family,Adventure",1994
705,Middle Fork Productions,20000000,en,32.079,2004-08-25,70992898,96,5.5,977,AU,Anaconda Collection,US,"Adventure,Action,Horror",2004
706,Dylan Sellers Productions,19000000,en,35.515,2004-07-16,70067909,95,6.568,3217,CA,Cinderella Story Collection,US,"Comedy,Family,Romance",2004
707,David Kirschner Productions,12000000,en,43.175,2004-11-12,24829644,88,5.5,1620,US,Child's Play Collection,US,"Comedy,Horror",2004
708,Universal Pictures,85000000,en,32.843,2008-07-11,160388063,120,6.763,5215,US,Hellboy Collection,US,"Fantasy,Adventure,Action",2008
709,Metro-Goldwyn-Mayer,25000000,en,39.156,2005-10-21,123276807,97,6.7,3046,US,Nanny McPhee Collection,US,"Fantasy,Comedy,Family",2005
710,Escape Artists,55000000,en,33.793,2008-12-18,168167691,123,7.609,6799,US,False,US,Drama,2008
711,Universal Pictures,100000000,en,31.427,2009-07-01,214104620,140,6.69,4470,US,False,US,"Crime,History,Drama",2009
712,Paramount Pictures,80000000,en,119.594,2010-02-14,294804195,138,8.202,24161,US,False,US,"Drama,Thriller,Mystery",2010
713,Jeepers Creepers II,17000000,en,55.851,2003-08-08,63102666,104,6.2,1661,US,Jeepers Creepers Collection,US,"Horror,Thriller",2003
714,Walt Disney Productions,812000,en,39.273,1941-10-31,1600000,64,6.999,4977,US,False,US,"Animation,Family",1941
715,Touchstone Pictures,35000000,en,59.654,2002-01-23,75395048,131,7.667,1816,US,False,US,"Adventure,Drama,History",2002
716,Neal H. Moritz Productions,16000000,en,42.86,2001-12-07,66468332,89,5.797,2083,US,False,US,Comedy,2001
717,CJ Entertainment,2800000,ko,46.967,2003-04-25,26000000,131,8.058,3872,KR,False,KR,"Crime,Drama,Thriller",2003
718,DisneyToon Studios,0,en,53.886,2004-02-06,1465,77,6.6,2983,US,The Lion King Collection,US,"Family,Animation,Comedy,Action",2004
719,Walt Disney Pictures,50000000,en,38.3,2005-06-22,144100000,100,5.782,2291,US,Herbie Collection,US,"Comedy,Family,Adventure,Fantasy,Romance",2005
720,Out of the Blue... Entertainment,22000000,en,61.34,2005-08-12,45109561,83,5.271,925,US,Deuce Bigalow Collection,US,Comedy,2005
721,Paramount Pictures,4000000,en,34.169,1979-02-01,22490039,94,7.669,2164,US,False,US,"Action,Thriller",1979
722,Walt Disney Pictures,80000000,en,82.0,2002-06-21,273144151,85,7.5,6271,US,Lilo & Stitch Collection,US,"Animation,Family,Comedy",2002
723,DreamWorks Animation,149000000,en,46.802,2006-10-22,178120010,84,6.299,3816,US,False,US,"Adventure,Animation,Comedy,Family",2006
724,Littlestar,52000000,en,32.812,2008-07-03,609841637,108,7.0,6566,GB,Mamma Mia! Collection,GB,"Comedy,Romance",2008
725,The Montecito Picture Company,24000000,en,44.761,2003-02-21,87100000,92,6.6,1868,US,False,US,Comedy,2003
726,Great Oaks Entertainment,54000000,en,33.047,1996-11-27,320689294,103,5.925,3401,US,101 Dalmatians (Live-Action) Collection,US,"Family,Comedy",1996
727,Revolution Studios,60000000,en,37.832,2005-04-27,71410636,101,5.1,1861,US,xXx Collection,US,"Action,Adventure,Crime,Thriller",2005
728,Romero-Grunwald Productions,15000000,en,45.185,2005-06-18,47074133,93,6.183,1592,CA,Living Dead Collection,US,"Horror,Science Fiction",2005
729,Walt Disney Pictures,100000000,en,94.896,2000-12-15,169327687,78,7.56,6786,US,The Emperor's New Groove Collection,US,"Adventure,Animation,Comedy,Family,Fantasy",2000
730,The Cannon Group,1500000,en,38.24,1988-02-26,65000000,92,7.028,1884,US,Bloodsport Collection,US,"Action,Thriller",1988
731,Orange Sky Golden Harvest,100000,zh,31.904,1972-03-22,100000000,108,7.247,954,HK,Fist of Fury Collection,HK,"Drama,Action,Thriller",1972
732,Star Overseas,10000005,cn,45.198,2001-07-05,42776760,113,7.13,2270,HK,False,HK,"Action,Comedy",2001
733,Paramount Pictures,140000000,en,48.887,2004-12-16,209073645,108,6.8,5009,US,False,US,"Adventure,Comedy,Family",2004
734,Wolfkill,1200000,en,38.957,1985-08-23,80000000,91,6.198,1157,US,Teen Wolf Collection,US,"Comedy,Fantasy,Romance",1985
735,Paramount Pictures,30000000,en,66.974,2004-11-19,140161792,87,7.02,2907,US,SpongeBob Collection,US,"Family,Animation,Comedy,Fantasy,Adventure",2004
736,Oz Company,3500000,ja,31.776,2002-10-18,3657876,92,6.7,809,JP,Ju-on Collection,JP,Horror,2002
737,ARTE France Cinéma,0,en,235.999,2001-01-20,2672527,119,6.3,511,FR,False,FR,"Romance,Drama,Fantasy",2001
738,Touchstone Pictures,0,en,33.931,2002-12-13,54639553,104,6.4,2017,US,False,US,"Comedy,Fantasy",2002
739,Walt Disney Productions,5000000,en,31.398,1973-11-08,33000000,83,7.303,4360,US,False,US,"Animation,Family,Adventure",1973
740,Seda Spettacoli,0,it,39.568,1977-02-01,2900000,99,7.503,2938,IT,False,IT,Horror,1977
741,Twisted Pictures,10800000,en,33.721,2008-10-23,118209778,95,6.165,3529,US,Saw Collection,US,"Horror,Thriller,Crime",2008
742,Dimension Films,35000000,en,37.053,2008-03-28,71571300,82,5.258,1834,US,False,US,"Comedy,Action,Science Fiction",2008
743,Universal Pictures,25000000,en,43.719,1998-10-15,50671850,89,6.1,1939,US,Child's Play Collection,US,"Comedy,Horror",1998
744,Cinergi Pictures,25000000,en,38.713,1993-12-25,56500000,130,7.6,2148,US,False,US,"Western,Action",1993
745,Walt Disney Pictures,85000000,en,72.884,1997-06-13,252712101,93,7.5,7461,US,Hercules (Disney) Collection,US,"Animation,Family,Fantasy,Adventure,Comedy,Romance",1997
746,Fox 2000 Pictures,32000000,en,37.309,2000-09-13,82300000,129,7.48,2306,US,False,US,Drama,2000
747,Millennium Media,0,en,31.803,2008-01-17,0,104,6.5,667,US,False,US,"Action,Comedy,Crime",2008
748,Walt Disney Productions,3000000,en,58.699,1951-07-28,57200000,75,7.194,5879,US,False,US,"Animation,Family,Fantasy,Adventure",1951
749,Columbia Pictures,37000000,en,97.868,2004-06-23,113100000,109,6.942,4064,US,False,US,"Comedy,Crime",2004
750,Walt Disney Pictures,200000000,en,84.904,2010-03-03,1025467110,108,6.6,14048,US,Alice in Wonderland Collection,US,"Family,Fantasy,Adventure",2010
751,PolyGram Filmed Entertainment,85000000,en,31.632,1998-10-02,71485043,113,7.2,2312,US,False,US,"Drama,Fantasy,Romance",1998
752,Blue Sky Studios,85000000,en,34.417,2008-03-03,298572799,86,6.5,3286,US,False,US,"Animation,Comedy,Family,Adventure,Fantasy",2008
753,Walt Disney Productions,3600000,en,50.562,1961-01-25,303000000,79,7.2,6304,US,101 Dalmatians (Animated) Collection,US,"Adventure,Animation,Comedy,Family",1961
754,Entcorp Communications,18000000,en,77.628,1989-04-21,3077361,94,4.5,79,CA,Cannonball Run Collection,US,"Comedy,Action",1989
755,DisneyToon Studios,0,en,41.957,2004-11-03,0,79,6.5,2379,US,Mulan Collection,US,"Animation,Comedy,Family,Action",2004
756,Tim Burton Productions,30000000,en,34.351,2009-08-19,48428063,79,6.9,3569,US,False,US,"Action,Adventure,Animation,Science Fiction,Thriller",2009
757,Celador Films,15000000,en,42.567,2008-11-12,378400000,120,7.732,10622,GB,False,GB,"Drama,Romance",2008
758,Studio Ghibli,34000000,ja,55.521,2008-07-19,202404009,100,7.741,4336,JP,False,JP,"Animation,Fantasy,Family",2008
759,Screen Gems,35000000,en,45.539,2009-01-22,92158961,92,6.528,3664,US,Underworld Collection,US,"Fantasy,Action,Thriller",2009
760,Warner Bros. Pictures,250000000,en,133.88,2010-11-17,954305868,146,7.746,19227,GB,Harry Potter Collection,US,"Adventure,Fantasy",2010
761,Warner Bros. Pictures,125000000,en,127.95,2011-07-12,1341511219,130,8.1,20738,GB,Harry Potter Collection,US,"Fantasy,Adventure",2011
762,20th Century Fox Television,0,en,33.79,2002-11-03,0,84,4.508,1263,US,Home Alone Collection,US,"Comedy,Family,TV Movie",2002
763,DreamWorks Pictures,0,en,83.634,2005-09-10,0,106,6.985,393,US,False,US,"Drama,Family",2005
764,Mainframe Entertainment,0,en,49.605,2006-09-19,0,82,7.6,1183,CA,False,CA,"Animation,Family",2006
765,Mattel,0,en,34.717,2008-09-03,0,78,7.407,839,CA,False,US,"Animation,Family",2008
766,Dune Entertainment,35000000,en,34.625,2008-10-15,85416905,100,5.379,2073,US,False,US,"Crime,Action,Drama,Thriller",2008
767,Walt Disney Animation Studios,150000000,en,50.628,2008-11-21,309979994,98,6.5,6075,US,False,US,"Animation,Family,Adventure,Comedy",2008
768,Crystal Sky Pictures,7500000,en,37.148,2007-11-03,8742330,109,6.587,915,US,False,US,"Comedy,Crime",2007
769,DisneyToon Studios,48000000,en,36.764,2008-09-11,0,78,6.9,1436,US,Tinker Bell Collection,US,"Animation,Family,Adventure,Fantasy",2008
770,Warner Bros. Pictures,130000000,en,87.252,2009-03-04,185258983,163,7.338,9279,US,False,US,"Mystery,Action,Science Fiction",2009
771,20th Century Fox,4000000,en,70.72,2007-08-25,0,96,6.117,1398,US,Wrong Turn Collection,US,"Horror,Thriller",2007
772,Imagi Animation Studios,0,en,57.356,2007-06-05,0,86,7.2,118,US,False,HK,"Action,Animation,Fantasy,Science Fiction",2007
773,New Line Cinema,19000000,en,34.528,2009-02-11,91509154,97,5.746,2621,US,False,US,"Horror,Thriller",2009
774,Matten Productions,33000000,en,39.273,2008-12-12,270000000,116,7.99,10761,US,False,US,Drama,2008
775,Rainmaker Entertainment,0,en,36.583,2007-09-17,0,85,7.3,731,CA,False,CA,"Animation,Family",2007
776,Mainframe Entertainment,0,en,32.128,2006-03-14,0,76,6.8,698,US,Barbie Fairytopia Collection,CA,"Animation,Family,Adventure,Fantasy",2006
777,Disney Television Animation,0,en,59.369,1997-11-11,0,72,6.218,1031,CA,Beauty and the Beast Collection,US,"Animation,Family,Fantasy",1997
778,Grive Productions,30000000,en,41.294,2008-11-26,109000000,104,6.152,3384,FR,The Transporter Collection,FR,"Action,Thriller,Crime",2008
779,Columbia Pictures,150000000,en,48.982,2009-04-23,485930816,138,6.716,6827,US,Robert Langdon Collection,US,"Thriller,Mystery",2009
780,Pentagrama Films,0,it,38.716,2005-11-18,7450832,100,4.6,558,IT,False,ES,Drama,2005
781,Paramount Pictures,150000000,en,61.372,2009-05-06,386839614,127,7.4,9915,US,Star Trek: Alternate Reality Collection,US,"Science Fiction,Action,Adventure",2009
782,Rollercoaster Films,12850990,en,34.037,2008-09-12,3984669,91,6.8,1808,GB,False,GB,"Horror,Thriller",2008
783,Regency Enterprises,35000000,en,36.558,2008-08-15,72400000,111,6.3,1852,US,Mirrors Collection,US,"Horror,Mystery",2008
784,Summit Entertainment,19000000,en,34.634,2008-10-16,18755936,109,6.365,1348,US,False,US,"Comedy,Adventure,Romance",2008
785,TriStar Pictures,25000000,en,33.614,1986-06-27,12729917,102,7.271,2458,GB,False,US,"Adventure,Family,Fantasy",1986
786,Disney Television Animation,0,en,80.326,2002-06-24,0,75,5.985,626,US,Tarzan (Animation) Collection,US,"Animation,Family",2002
787,Walt Disney Pictures,110000000,en,40.43,2004-04-02,145358062,76,6.057,2046,US,False,US,"Animation,Family",2004
788,Summit Entertainment,50000000,en,45.315,2009-03-19,155446362,121,6.215,5347,US,False,US,"Action,Mystery,Science Fiction,Thriller",2009
789,DreamWorks Pictures,50000000,en,34.316,2007-12-20,152000000,116,7.186,5911,GB,False,US,"Drama,Horror",2007
790,Evolution Entertainment,20000000,en,36.398,2007-03-16,22217407,89,6.4,2265,US,False,US,Horror,2007
791,Canadian Film Development Corporation,1207520,en,35.265,1979-06-28,0,92,5.825,312,CA,Meatballs Collection,CA,Comedy,1979
792,Walt Disney Animation Japan,5000000,en,54.561,2002-02-23,0,74,6.1,1459,US,Cinderella Collection,JP,"Family,Animation,Romance,Fantasy",2002
793,Pixar,175000000,en,92.114,2009-05-28,735099082,96,7.959,20370,US,False,US,"Animation,Comedy,Family,Adventure",2009
794,Columbia Pictures,200000000,en,67.714,2009-10-10,791217826,158,5.847,11993,US,False,US,"Action,Adventure,Science Fiction",2009
795,Troublemaker Studios,50000000,en,31.615,2005-06-10,72000000,92,5.179,1509,US,Sharkboy and Lavagirl Collection,US,"Adventure,Family,Science Fiction",2005
796,Tin House Productions,0,ko,54.034,2003-07-17,0,86,6.138,160,KR,False,KR,"Animation,Science Fiction",2003
797,Zephyr Films,38000000,en,56.79,2007-12-17,5410749,93,4.8,325,US,False,GB,"Adventure,Action,Comedy,Romance",2007
798,Sherwood,9000000,en,64.691,1984-02-17,18644570,100,5.663,172,US,False,US,"Comedy,Romance",1984
799,Walt Disney Pictures,20000000,en,34.482,2008-10-03,149281606,91,5.4,1056,US,Beverly Hills Chihuahua Collection,US,"Comedy,Family,Adventure,Romance",2008
800,DreamWorks Animation,60000000,en,45.333,2003-07-02,80767884,90,6.973,2056,US,False,US,"Family,Animation,Adventure,Comedy,Fantasy,Action",2003
801,Samuel Goldwyn Films,500000,en,39.3,2008-09-26,33473297,118,7.661,762,US,False,US,"Drama,Romance",2008
802,BBC Film,12500000,en,72.88,2008-05-07,20416563,94,7.831,7207,GB,False,GB,"Drama,War,History",2008
803,The Ultimate Gift LLC,0,en,36.045,2007-03-09,3438735,114,7.624,442,US,The Ultimate Collection,US,"Romance,Drama,Family",2007
804,Googly Films,30000000,en,35.203,2008-01-03,3749727,119,7.59,1322,US,False,US,"Adventure,Fantasy,Drama",2008
805,Laika,60000000,en,137.2,2009-02-05,185860104,100,7.891,8191,US,False,US,"Animation,Family,Fantasy",2009
806,Paramount Pictures,175000000,en,45.878,2009-08-03,302500000,118,5.775,4631,US,G.I. Joe (Live-Action) Collection,US,"Adventure,Action,Thriller,Science Fiction",2009
807,GreeneStreet Films,20000000,en,43.088,2003-08-15,44600000,92,6.8,903,US,False,US,"Comedy,Drama",2003
808,Miramax,20000000,en,37.929,2002-07-17,14946150,96,6.5,731,US,Undisputed Collection,US,"Drama,Crime",2002
809,Lionsgate,20000000,en,44.231,2009-04-16,34600000,96,6.071,2855,US,Crank Collection,US,"Action,Thriller,Crime",2009
810,Robert Wise Productions,8200000,en,48.315,1965-03-29,286214286,174,7.725,3307,US,False,US,"Drama,Family,Music,Romance",1965
811,Mainframe Entertainment,0,en,47.118,2004-09-28,0,86,7.5,1474,CA,False,CA,"Animation,Family,Comedy",2004
812,Mattel,0,en,36.146,2001-09-30,0,77,6.9,1051,CA,False,US,"Animation,Family",2001
813,Nu Image Bulgaria,8000000,en,50.48,2006-04-11,1361,93,7.3,812,US,Undisputed Collection,US,"Action,Crime,Thriller",2006
814,Studio Ghibli,0,ja,31.702,2002-07-19,54016370,75,7.1,2228,JP,False,JP,"Adventure,Fantasy,Animation,Drama,Family",2002
815,DreamWorks Animation,175000000,en,46.71,2009-03-19,381509870,94,6.216,4654,US,False,US,"Animation,Family,Adventure,Science Fiction",2009
816,Disney Television Animation,0,en,32.327,2003-09-10,0,60,6.435,703,US,Lilo & Stitch Collection,US,"Comedy,Adventure,Family,Animation",2003
817,Mattel,0,en,33.667,2005-10-04,0,85,7.187,721,US,False,US,"Animation,Family,Romance",2005
818,DisneyToon Studios,0,en,38.56,2007-02-06,0,74,6.5,1259,US,Cinderella Collection,US,"Animation,Romance,Family,Fantasy",2007
819,DC,0,en,42.067,2006-09-15,0,75,7.8,398,US,False,US,"Animation,Action,Science Fiction,TV Movie",2006
820,The Cannon Group,4500000,en,32.153,1986-08-22,8000000,100,5.6,886,US,Texas Chainsaw Massacre Collection,US,"Horror,Comedy",1986
821,Iyara Films,8500000,th,32.795,2008-12-04,8936663,98,6.4,635,TH,Ong Bak Collection,TH,"Adventure,Action,Thriller",2008
822,General Entertainment Co. LTD,0,ja,31.934,1996-01-26,0,54,6.8,62,JP,False,JP,"Action,Adventure,Animation,Comedy,Family,Science Fiction",1996
823,Universal Home Video,0,en,35.752,2000-11-07,0,74,6.845,1009,US,DreamWorks Bible Stories Collection,US,"Family,Animation,Fantasy",2000
824,Rockwell Eyes,1250000,ja,34.257,2001-10-06,6776921,146,7.4,235,JP,False,JP,"Drama,Crime",2001
825,Studio Ghibli,6900000,ja,66.748,1989-07-29,4493017,103,7.826,4108,JP,False,JP,"Animation,Family,Fantasy",1989
826,Universal Pictures,70000000,en,78.993,2009-08-02,321457747,153,8.216,22470,US,False,US,"Drama,Thriller,War",2009
827,Universal Pictures,30000000,en,42.127,2009-05-27,90810892,99,6.433,3726,US,False,US,"Horror,Thriller",2009
828,Pierrot,0,ja,37.303,2004-08-21,11141307,82,7.197,552,JP,Naruto Collection,JP,"Comedy,Action,Animation,Adventure",2004
829,New Line Cinema,20000000,en,46.596,2009-03-11,136300000,102,6.307,5138,US,False,US,"Comedy,Fantasy,Drama,Romance",2009
